Location,Year,Characteristic,School Type,Enrolments,Total Attendance Sessions,Total Sessions - Absence,Authorised Absence Sessions,Unauthorised Absence Sessions,Overall Absence Rate (%),Authorised Absence Rate (%),Unauthorised Absence Rate (%),Enrolments - Persistent Absence (10 or more sessions),Persistent Absence Rate (%),Enrolments - Severe Absence (50 or more sessions),Severe Absence Rate
Bradford,201718,Ethnicity Major Any Other Ethnic Group,State-funded secondary,409,138998,7152,3369,3783,5.1454,2.42378,2.72162,49,11.98044,4,0.97799511
Bradford,201718,Ethnicity Major Any Other Ethnic Group,Special,8,2835,332,292,40,11.71076,10.29982,1.41093,2,25,0,0
Bradford,201718,Ethnicity Major Any Other Ethnic Group,State-funded primary,755,255080,10015,5767,4248,3.92622,2.26086,1.66536,75,9.93377,2,0.264900662
Bradford,201718,Ethnicity Major Any Other Ethnic Group,Total,1172,396913,17499,9428,8071,4.40877,2.37533,2.03344,126,10.75085,6,0.511945392
Bradford,201819,Ethnicity Major Any Other Ethnic Group,Special,10,2868,389,372,17,13.56346,12.97071,0.59275,5,50,1,10
Bradford,201819,Ethnicity Major Any Other Ethnic Group,State-funded secondary,487,161721,8659,4276,4383,5.35428,2.64406,2.71022,78,16.01643,9,1.848049281
Bradford,201819,Ethnicity Major Any Other Ethnic Group,Total,1233,422414,18737,9966,8771,4.4357,2.3593,2.0764,142,11.51663,20,1.622060016
Bradford,201819,Ethnicity Major Any Other Ethnic Group,State-funded primary,736,257825,9689,5318,4371,3.75798,2.06264,1.69534,59,8.0163,10,1.358695652
Bradford,202021,Ethnicity Major Any Other Ethnic Group,State-funded primary,836,285697,13554,7506,6048,4.74419,2.62726,2.11693,93,11.1244,14,1.674641148
Bradford,202021,Ethnicity Major Any Other Ethnic Group,Total,1392,464215,26145,14449,11696,5.63209,3.11257,2.51952,213,15.30172,34,2.442528736
Bradford,202021,Ethnicity Major Any Other Ethnic Group,State-funded secondary,547,175514,12071,6541,5530,6.87751,3.72677,3.15075,114,20.84095,19,3.473491773
Bradford,202021,Ethnicity Major Any Other Ethnic Group,Special,9,3004,520,402,118,17.31025,13.38216,3.9281,6,66.66667,1,11.11111111
Bradford,202122,Ethnicity Major Any Other Ethnic Group,Special,11,3768,803,764,39,21.31104,20.27601,1.03503,9,81.81818,0,0
Bradford,202122,Ethnicity Major Any Other Ethnic Group,State-funded primary,958,325618,20792,12546,8246,6.3854,3.85298,2.53242,201,20.98121,15,1.565762004
Bradford,202122,Ethnicity Major Any Other Ethnic Group,State-funded secondary,656,209013,21377,9260,12117,10.22759,4.43035,5.79725,199,30.33537,39,5.945121951
Bradford,202122,NC Year 12 and above,Total,2,613,72,42,30,11.74551,6.85155,4.89396,1,50,0,0
Bradford,201718,Ethnicity Major Asian Total,Special,419,148389,16635,14520,2115,11.2104,9.78509,1.42531,158,37.70883,7,1.670644391
Bradford,201718,Ethnicity Major Asian Total,State-funded secondary,14781,5021496,255911,153849,102062,5.09631,3.06381,2.0325,1808,12.23192,115,0.778025844
Bradford,201718,Ethnicity Major Asian Total,Total,34846,12007429,562068,352721,209347,4.681,2.93752,1.74348,3821,10.96539,152,0.436205016
Bradford,201718,Ethnicity Major Asian Total,State-funded primary,19646,6837544,289522,184352,105170,4.2343,2.69617,1.53813,1855,9.44213,30,0.15270284
Bradford,201819,Ethnicity Major Asian Total,State-funded secondary,15378,5305331,302777,182260,120517,5.70703,3.43541,2.27162,2190,14.24112,123,0.799843933
Bradford,201819,Ethnicity Major Asian Total,Special,425,153974,18858,16957,1901,12.24752,11.0129,1.23462,177,41.64706,13,3.058823529
Bradford,201819,Ethnicity Major Asian Total,State-funded primary,18994,6944338,297568,192353,105215,4.28504,2.76993,1.51512,1906,10.03475,39,0.205327998
Bradford,201819,Ethnicity Major Asian Total,Total,34797,12403643,619203,391570,227633,4.99211,3.1569,1.83521,4273,12.27979,175,0.502916918
Bradford,202021,Ethnicity Major Asian Total,State-funded primary,18418,6634703,362003,227691,134312,5.45621,3.43182,2.02439,2608,14.16006,150,0.814420675
Bradford,202021,Ethnicity Major Asian Total,Total,35197,12364165,814252,513824,300428,6.58558,4.15575,2.42983,6619,18.80558,398,1.130778191
Bradford,202021,Ethnicity Major Asian Total,Special,479,166488,35789,31676,4113,21.49644,19.026,2.47045,327,68.26722,45,9.394572025
Bradford,202021,Ethnicity Major Asian Total,State-funded secondary,16300,5562974,416460,254457,162003,7.48628,4.57412,2.91217,3684,22.60123,203,1.245398773
Bradford,202122,Ethnicity Major Asian Total,Special,507,182538,30365,25968,4397,16.63489,14.22608,2.40881,261,51.47929,34,6.706114398
Bradford,202122,Ethnicity Major Asian Total,State-funded primary,18460,6726097,479260,300650,178610,7.12538,4.4699,2.65548,4451,24.11159,100,0.541711809
Bradford,202122,Ethnicity Major Asian Total,State-funded secondary,16369,5544697,556849,306204,250645,10.04291,5.52247,4.52045,5655,34.54701,385,2.352006842
Bradford,202122,SEN primary need Multi-sensory impairment,Total,18,6422,1153,968,185,17.95391,15.07319,2.88072,9,50,2,11.11111111
Bradford,201718,Ethnicity Major Black Total,Special,16,5020,146,138,8,2.90837,2.749,0.15936,0,0,0,0
Bradford,201718,Ethnicity Major Black Total,State-funded secondary,599,199750,7551,4176,3375,3.78023,2.09061,1.68961,54,9.01503,8,1.335559265
Bradford,201718,Ethnicity Major Black Total,Total,1403,470047,14561,8855,5706,3.09778,1.88385,1.21392,107,7.62651,16,1.1404134
Bradford,201718,Ethnicity Major Black Total,State-funded primary,788,265277,6864,4541,2323,2.58748,1.7118,0.87569,53,6.72589,8,1.015228426
Bradford,201819,Ethnicity Major Black Total,Special,15,5010,238,180,58,4.7505,3.59281,1.15768,2,13.33333,1,6.666666667
Bradford,201819,Ethnicity Major Black Total,State-funded secondary,631,217392,7574,3992,3582,3.48403,1.83631,1.64771,56,8.8748,4,0.633914422
Bradford,201819,Ethnicity Major Black Total,Total,1455,497087,15927,9536,6391,3.20407,1.91838,1.28569,116,7.97251,13,0.89347079
Bradford,201819,Ethnicity Major Black Total,State-funded primary,809,274685,8115,5364,2751,2.95429,1.95278,1.00151,58,7.16934,8,0.988875155
Bradford,202021,Ethnicity Major Black Total,Total,1536,518857,21994,15999,5995,4.23893,3.08351,1.15542,188,12.23958,20,1.302083333
Bradford,202021,Ethnicity Major Black Total,State-funded primary,777,265400,8920,6875,2045,3.36096,2.59043,0.77054,74,9.52381,9,1.158301158
Bradford,202021,Ethnicity Major Black Total,Special,20,6451,982,942,40,15.22245,14.60239,0.62006,14,70,1,5
Bradford,202021,Ethnicity Major Black Total,State-funded secondary,739,247006,12092,8182,3910,4.89543,3.31247,1.58296,100,13.5318,10,1.353179973
Bradford,202122,Ethnicity Major Black Total,Special,20,6777,654,585,69,9.65029,8.63214,1.01815,9,45,1,5
Bradford,202122,Ethnicity Major Black Total,State-funded primary,892,304604,13353,9204,4149,4.38372,3.02163,1.3621,96,10.76233,7,0.784753363
Bradford,202122,Ethnicity Major Black Total,State-funded secondary,775,261992,15351,7748,7603,5.85934,2.95734,2.902,130,16.77419,17,2.193548387
Bradford,202122,Ethnicity Minor Traveller of Irish heritage,Total,30,10032,1798,639,1159,17.92265,6.36962,11.55303,22,73.33333,2,6.666666667
Bradford,201718,Ethnicity Major Chinese,State-funded secondary,33,11959,202,164,38,1.6891,1.37135,0.31775,0,0,0,0
Bradford,201718,Ethnicity Major Chinese,Special,2,508,55,55,0,10.82677,10.82677,0,1,50,0,0
Bradford,201718,Ethnicity Major Chinese,State-funded primary,49,16630,373,218,155,2.24293,1.31088,0.93205,1,2.04082,0,0
Bradford,201718,Ethnicity Major Chinese,Total,84,29097,630,437,193,2.16517,1.50187,0.6633,2,2.38095,0,0
Bradford,201819,Ethnicity Major Chinese,State-funded primary,50,17242,463,329,134,2.6853,1.90813,0.77717,1,2,0,0
Bradford,201819,Ethnicity Major Chinese,Total,88,31148,719,515,204,2.30833,1.6534,0.65494,1,1.13636,0,0
Bradford,201819,Ethnicity Major Chinese,State-funded secondary,38,13906,256,186,70,1.84093,1.33755,0.50338,0,0,0,0
Bradford,202021,Ethnicity Major Chinese,State-funded secondary,48,15796,294,228,66,1.86123,1.4434,0.41783,1,2.08333,0,0
Bradford,202021,Ethnicity Major Chinese,Total,82,27855,418,344,74,1.50063,1.23497,0.26566,1,1.21951,0,0
Bradford,202021,Ethnicity Major Chinese,State-funded primary,34,12059,124,116,8,1.02828,0.96194,0.06634,0,0,0,0
Bradford,202122,Ethnicity Major Chinese,State-funded primary,34,12395,495,444,51,3.99355,3.58209,0.41146,3,8.82353,0,0
Bradford,202122,Ethnicity Major Chinese,State-funded secondary,45,16045,444,313,131,2.76722,1.95076,0.81645,3,6.66667,0,0
Bradford,202122,Ethnicity Major Chinese,Total,79,28440,939,757,182,3.30169,2.66174,0.63994,6,7.59494,0,0
Bradford,201718,Ethnicity Major Mixed Total,Special,70,25066,2232,1812,420,8.90449,7.22892,1.67558,18,25.71429,2,2.857142857
Bradford,201718,Ethnicity Major Mixed Total,State-funded secondary,1628,548055,43448,20734,22714,7.92767,3.7832,4.14447,381,23.40295,56,3.43980344
Bradford,201718,Ethnicity Major Mixed Total,Total,4541,1549901,94937,53142,41795,6.12536,3.42874,2.69662,809,17.81546,75,1.651618586
Bradford,201718,Ethnicity Major Mixed Total,State-funded primary,2843,976780,49257,30596,18661,5.04279,3.13233,1.91046,410,14.42139,17,0.597959902
Bradford,201819,Ethnicity Major Mixed Total,Total,4795,1694895,108035,60235,47800,6.37414,3.55391,2.82023,853,17.78936,67,1.397288843
Bradford,201819,Ethnicity Major Mixed Total,State-funded primary,2914,1045072,52841,32817,20024,5.05621,3.14017,1.91604,417,14.31023,16,0.549073439
Bradford,201819,Ethnicity Major Mixed Total,State-funded secondary,1804,621661,52658,25238,27420,8.47053,4.05977,4.41076,417,23.1153,50,2.771618625
Bradford,201819,Ethnicity Major Mixed Total,Special,77,28162,2536,2180,356,9.00504,7.74093,1.26411,19,24.67532,1,1.298701299
Bradford,202021,Ethnicity Major Mixed Total,State-funded secondary,2122,711038,67928,38913,29015,9.55336,5.4727,4.08065,604,28.46371,80,3.770028275
Bradford,202021,Ethnicity Major Mixed Total,Special,97,33967,5786,4742,1044,17.03418,13.96061,3.07357,58,59.79381,6,6.18556701
Bradford,202021,Ethnicity Major Mixed Total,State-funded primary,3188,1132259,61611,39995,21616,5.44142,3.53232,1.9091,516,16.1857,32,1.003764115
Bradford,202021,Ethnicity Major Mixed Total,Total,5407,1877264,135325,83650,51675,7.20863,4.45595,2.75268,1178,21.78657,118,2.182356205
Bradford,202122,Ethnicity Major Mixed Total,Special,98,33490,4088,3249,839,12.20663,9.7014,2.50523,33,33.67347,6,6.12244898
Bradford,202122,Ethnicity Major Mixed Total,State-funded primary,3318,1187881,88388,57257,31131,7.44081,4.8201,2.62072,794,23.93008,34,1.024713683
Bradford,202122,Ethnicity Major Mixed Total,State-funded secondary,2203,735805,102372,52043,50329,13.91293,7.07293,6.83999,943,42.80527,145,6.581933727
Bradford,202122,Ethnicity Minor Chinese,Total,79,28440,939,757,182,3.30169,2.66174,0.63994,6,7.59494,0,0
Bradford,201718,Ethnicity Major Unclassified,Special,34,10495,1258,1143,115,11.98666,10.8909,1.09576,11,32.35294,2,5.882352941
Bradford,201718,Ethnicity Major Unclassified,State-funded secondary,1054,308630,23916,11251,12665,7.74908,3.64547,4.10362,265,25.14231,32,3.036053131
Bradford,201718,Ethnicity Major Unclassified,Total,1539,417698,31358,15903,15455,7.50734,3.8073,3.70004,375,24.36647,53,3.443794672
Bradford,201718,Ethnicity Major Unclassified,State-funded primary,451,98573,6184,3509,2675,6.27352,3.5598,2.71372,99,21.95122,19,4.21286031
Bradford,201819,Ethnicity Major Unclassified,State-funded primary,507,123020,7108,4198,2910,5.77792,3.41245,2.36547,100,19.72387,7,1.380670611
Bradford,201819,Ethnicity Major Unclassified,Total,1314,352785,27988,15911,12077,7.93344,4.51011,3.42333,319,24.27702,38,2.891933029
Bradford,201819,Ethnicity Major Unclassified,State-funded secondary,767,215758,18508,9530,8978,8.57813,4.41699,4.16114,202,26.33638,26,3.389830508
Bradford,201819,Ethnicity Major Unclassified,Special,40,14007,2372,2183,189,16.93439,15.58506,1.34933,17,42.5,5,12.5
Bradford,202021,Ethnicity Major Unclassified,Special,59,19156,5689,4939,750,29.69827,25.78304,3.91522,49,83.05085,10,16.94915254
Bradford,202021,Ethnicity Major Unclassified,State-funded secondary,1069,309621,31155,15520,15635,10.0623,5.01258,5.04972,369,34.51824,56,5.238540692
Bradford,202021,Ethnicity Major Unclassified,State-funded primary,626,162586,10634,5841,4793,6.54054,3.59256,2.94798,128,20.44728,14,2.236421725
Bradford,202021,Ethnicity Major Unclassified,Total,1754,491363,47478,26300,21178,9.66251,5.35246,4.31005,546,31.12885,80,4.561003421
Bradford,202122,Ethnicity Major Unclassified,Special,19,5481,743,536,207,13.55592,9.77924,3.77668,8,42.10526,2,10.52631579
Bradford,202122,Ethnicity Major Unclassified,State-funded primary,777,180848,14754,9561,5193,8.15823,5.28676,2.87147,251,32.30373,16,2.059202059
Bradford,202122,Ethnicity Major Unclassified,State-funded secondary,1091,309832,43521,19211,24310,14.04664,6.20046,7.84619,470,43.07974,101,9.25756187
Bradford,202122,Ethnicity Minor Irish,Total,104,34235,3854,2169,1685,11.25749,6.33562,4.92186,39,37.5,11,10.57692308
Bradford,201718,Ethnicity Major White Total,State-funded secondary,15680,5343158,380612,201005,179607,7.12335,3.76191,3.36144,3212,20.48469,349,2.225765306
Bradford,201718,Ethnicity Major White Total,Special,377,130321,12466,10239,2227,9.56561,7.85675,1.70886,107,28.38196,14,3.713527851
Bradford,201718,Ethnicity Major White Total,State-funded primary,23751,8403389,385776,253511,132265,4.59072,3.01677,1.57395,2753,11.59109,97,0.408403857
Bradford,201718,Ethnicity Major White Total,Total,39808,13876868,778854,464755,314099,5.61261,3.34913,2.26347,6072,15.25322,460,1.155546624
Bradford,201819,Ethnicity Major White Total,State-funded primary,23668,8600229,383738,253688,130050,4.46195,2.94978,1.51217,2685,11.34443,124,0.523914146
Bradford,201819,Ethnicity Major White Total,Total,40066,14333605,820104,481515,338589,5.72155,3.35934,2.3622,6115,15.26232,595,1.485049668
Bradford,201819,Ethnicity Major White Total,Special,401,144426,12670,11234,1436,8.77266,7.77838,0.99428,100,24.93766,10,2.493765586
Bradford,201819,Ethnicity Major White Total,State-funded secondary,15997,5588950,423696,216593,207103,7.58096,3.87538,3.70558,3330,20.8164,461,2.881790336
Bradford,202021,Ethnicity Major White Total,Special,519,178968,32794,26038,6756,18.32395,14.54897,3.77498,295,56.84008,41,7.899807322
Bradford,202021,Ethnicity Major White Total,State-funded secondary,16817,5597757,479899,261862,218037,8.57306,4.67798,3.89508,4196,24.95094,682,4.055420111
Bradford,202021,Ethnicity Major White Total,Total,40479,14127898,860379,505310,355069,6.08993,3.57668,2.51325,7110,17.56466,957,2.364188839
Bradford,202021,Ethnicity Major White Total,State-funded primary,23143,8351173,347686,217410,130276,4.16332,2.60335,1.55997,2619,11.3166,234,1.01110487
Bradford,202122,Ethnicity Major White Total,Special,527,186397,30313,21460,8853,16.2626,11.51306,4.74954,240,45.5408,49,9.297912713
Bradford,202122,Ethnicity Major White Total,State-funded primary,22793,8207371,559565,383451,176114,6.81783,4.67203,2.1458,4665,20.46681,255,1.118764533
Bradford,202122,Ethnicity Major White Total,State-funded secondary,16722,5648821,735473,392714,342759,13.01994,6.95214,6.0678,6271,37.5015,1131,6.76354503
Bradford,202122,SEN primary need Profound and multiple learning difficulty,Total,158,57001,13890,12386,1504,24.36799,21.72944,2.63855,111,70.25316,23,14.55696203
Bradford,201718,Ethnicity Minor Any other Asian background,Special,17,6092,550,498,52,9.02823,8.17466,0.85358,5,29.41176,0,0
Bradford,201718,Ethnicity Minor Any other Asian background,Total,1042,352742,17068,10318,6750,4.83866,2.92508,1.91358,122,11.70825,8,0.767754319
Bradford,201718,Ethnicity Minor Any other Asian background,State-funded primary,393,133141,5113,3403,1710,3.84029,2.55594,1.28435,29,7.37913,1,0.254452926
Bradford,201718,Ethnicity Minor Any other Asian background,State-funded secondary,632,213509,11405,6417,4988,5.3417,3.00549,2.3362,88,13.92405,7,1.107594937
Bradford,201819,Ethnicity Minor Any other Asian background,State-funded secondary,573,194234,12055,6402,5653,6.20643,3.29602,2.91041,86,15.00873,7,1.221640489
Bradford,201819,Ethnicity Minor Any other Asian background,Special,17,6425,528,463,65,8.2179,7.20623,1.01167,4,23.52941,0,0
